#	敌人波次元素配置表			
#	Id		EnemyId	SpawnTime
#	int		int	float
#	配置编号	策划备注	敌人Id	获取怪物生成时间
	10001		101	1
	10002		101	3
	10003		101	2
	10004		101	2
	10005		101	2
	10006		101	2
	10007		101	3
	10008		101	3
	10009		101	2
	10010		101	1
	10011		101	3
	10012		101	2
	10013		101	2
	10014		101	2
	10015		101	4
	10016		101	0
	10017		101	0.5
	10018		101	1.66
	10019		101	1.66
	10020		101	1.66
	10021		101	1.66
	10022		101	0
	10023		101	1
	10024		102	4
	10025		101	5
	10026		101	0.5
	10027		101	0.5
	10028		101	5
	10029		101	0.5
	10030		102	0.5
	10031		101	0
	10032		101	0
	10033		101	2
	10034		101	0
	10035		101	4.5
	10036		101	0
	10037		103	3.5
	10038		101	7
	10039		101	1
	10040		101	1
	10041		101	1
	10042		103	0.5
	10043		103	0
	10044		101	8
	10045		101	0.5
	10046		101	0.5
	10047		101	2.5
	10048		101	0.5
	10049		103	8
	10050		103	0.5
	10051		103	2
	10052		101	8
	10053		101	0
	10054		102	0
	10055		102	2
	10056		102	2
	10057		102	2
	10058		102	2
	10059		102	2
	10060		102	2
	10061		102	2
	10062		102	2
	10063		102	2
	10064		102	2
	10065		102	2
	10066		102	2
	10067		102	2
	10068		102	2
	10069		101	0
	10070		101	0
	10071		103	0
	10072		101	6
	10073		103	0
	10074		103	0
	10075		103	6
	10076		103	1
	10077		103	1
	10078		101	0
	10079		101	7
	10080		101	1
	10081		101	1
	10082		101	1
	10083		101	1
	10084		103	1
	10085		103	7
	10086		101	1
	10087		103	0.5
	10088		103	0.5
	10089		101	0
	10090		102	0
	10091		101	0
	10092		102	0
	10093		102	4
	10094		103	0
	10095		101	0
	10096		103	5
	10097		103	0
	10098		101	0
	10099		101	0
	10100		103	5
	10101		103	1
	10102		103	1
	10103		102	1
	10104		103	3
	10105		102	1
	10106		103	1
	10107		103	1
	10108		103	1
	10109		101	0
	10110		101	0
	10111		101	0.5
	10112		103	0.5
	10113		103	0.5
	10114		103	0.5
	10115		102	0
	10116		102	0.5
	10117		102	0.5
	10118		101	8
	10119		101	0
	10120		101	0.5
	10121		102	0.5
	10122		102	0
	10123		102	0.5
	10124		101	0.5
	10125		103	0
	10126		103	0
	10127		101	8
	10128		101	0
	10129		103	0
	10130		101	0.4
	10131		101	0
	10132		101	0.4
	10133		101	0
	10134		101	0.4
	10135		101	0
	10136		103	0.4
	10137		103	9
	10138		103	0
	10139		103	1
	10140		103	1
	10141		102	0
	10142		102	0.5
	10143		102	0.5
	10144		102	0
	10145		101	0
	10146		101	0.5
	10147		101	0.5
	10148		101	0
	10149		103	0
	10150		103	0
	10151		103	0
	10152		103	2
	10153		103	2.4
	10154		103	2.4
	10155		103	2.4
	10156		103	2.4
	10157		103	2.4
	10158		103	0
	10159		103	1.2
	10160		103	1.2
	10161		103	1.2
	10162		103	1.2
	10163		103	2.4
	10164		103	1.2
	10165		103	1.2
	10166		103	2.4
	10167		103	2.4
	10168		103	2.4
	10169		103	2.4
	10170		103	2.4
	10171		103	1.2
	10172		103	1.2
	10173		103	1.2
	10174		104	0
	10175		101	0.5
	10176		101	2
	10177		101	2
	10178		101	3
	10179		101	2
	10180		101	2
	10181		101	3
	10182		101	3
	10183		101	0.5
	10184		101	2
	10185		101	3
	10186		101	0.5
	10187		101	0.5
	10188		101	1.5
	10189		101	2
	10190		101	0
	10191		101	2
	10192		102	3
	10193		101	2
	10194		101	0
	10195		101	2
	10196		101	0
	10197		101	3
	10198		102	0
	10199		101	0.5
	10200		101	0
	10201		101	3
	10202		103	3
	10203		101	3
	10204		101	0
	10205		101	0
	10206		101	0
	10207		103	0.5
	10208		101	0
	10209		101	3
	10210		103	0
	10211		101	3
	10212		101	0
	10213		101	3
	10214		103	0
	10215		101	0.5
	10216		101	0
	10217		102	2
	10218		101	0
	10219		102	2
	10220		102	2
	10221		101	0
	10222		102	2
	10223		101	0
	10224		102	2
	10225		101	0
	10226		101	0
	10227		101	0.5
	10228		101	0
	10229		101	0
	10230		103	0
	10231		101	4
	10232		101	0
	10233		101	0
	10234		103	0
	10235		101	4
